date,tournament,radiant,dire,winner,match_id
2015-11-21,Frankfurt Major 2015,Secret,OG,DIRE,1950217743
2015-11-21,Frankfurt Major 2015,OG,Secret,DIRE,1950431595
2015-11-21,Frankfurt Major 2015,Secret,OG,DIRE,1950565767
2015-11-21,Frankfurt Major 2015,Secret,OG,DIRE,1950565767
2015-11-22,hitbox EU 4,TSpirit,NLG,DIRE,1952902595
2015-11-22,hitbox EU 4,NLG,TSpirit,DIRE,1953065505
2015-11-22,hitbox EU 4,TSpirit,NLG,DIRE,1953166833
2015-11-24,StarSeries 13 EU Qualifiers,TBE 2,Liquid,DIRE,1957277000
2015-11-24,StarSeries 13 EU Qualifiers,TBE 2,Liquid,DIRE,1957373870
2015-11-24,StarSeries 13 Americas Qualifers,DC,coL 2,DIRE,1957974007
2015-11-24,StarSeries 13 Americas Qualifers,DC,coL 2,DIRE,1957930465
2015-11-25,StarSeries 13 Americas Qualifers,Archon 2,coL 2,RADIANT,1960034541
2015-11-25,StarSeries 13 EU Qualifiers,YeS 2,TSpirit,DIRE,1959328718
2015-11-25,StarSeries 13 China Qualifiers,EHOME,FanTuan,RADIANT,1960426129
2015-11-25,StarSeries 13 EU Qualifiers,TSpirit,YeS 2,RADIANT,1959457495
2015-11-25,Uprise Champions Cup Special,Enso,TSpirit,RADIANT,1959626071
2015-11-25,Uprise Champions Cup Special,Enso,TSpirit,DIRE,1959703085
2015-11-25,Uprise Champions Cup Special,TSpirit,Enso,RADIANT,1959770055
2015-11-25,StarSeries 13 China Qualifiers,LGD.cn,DB 2,RADIANT,1958924291
2015-11-25,StarSeries 13 China Qualifiers,DB 2,LGD.cn,DIRE,1958774709
2015-11-25,StarSeries 13 China Qualifiers,LGD.cn,DB 2,DIRE,1958640905
2015-11-25,StarSeries 13 Americas Qualifers,coL 2,Archon 2,DIRE,1960084115
2015-11-25,StarSeries 13 Americas Qualifers,coL 2,Archon 2,RADIANT,1959987099
2015-11-26,Uprise Champions Cup Special,DB 3,TSpirit,DIRE,1961736287
2015-11-26,Uprise Champions Cup Special,TSpirit,DB 3,RADIANT,1961836509
2015-11-26,StarSeries 13 China Qualifiers,FanTuan,EHOME,DIRE,1960502464
2015-11-27,DreamLeague 4 Finals,Alliance,Empire,DIRE,1963952938
2015-11-27,DreamLeague 4 Finals,CL,OG,DIRE,1964135256
2015-11-27,DreamLeague 4 Finals,CL,OG,DIRE,1964046839
2015-11-27,DreamLeague 4 Finals,Empire,OG,DIRE,1963631832
2015-11-27,StarSeries 13 Americas Qualifers,coL 2,Archon 2,RADIANT,1964455435
2015-11-27,StarSeries 13 Americas Qualifers,Archon 2,coL 2,DIRE,1964524740
2015-11-27,StarSeries 13 Americas Qualifers,coL 2,DC,RADIANT,1964210652
2015-11-27,StarSeries 13 China Qualifiers,LGD.cn,Newbee.Y,RADIANT,1963377105
2015-11-27,DreamLeague 4 Finals,Empire,OG,DIRE,1963496331
2015-11-27,StarSeries 13 Americas Qualifers,coL 2,Archon 2,DIRE,1964386416
2015-11-27,StarSeries 13 China Qualifiers,Newbee.Y,LGD.cn,RADIANT,1963151513
2015-11-27,DreamLeague 4 Finals,Alliance,Empire,DIRE,1963838471
2015-11-27,DreamLeague 4 Finals,CL,Alliance,RADIANT,1963272790
2015-11-27,DreamLeague 4 Finals,Alliance,CL,DIRE,1963134007
2015-11-27,StarSeries 13 China Qualifiers,Newbee.Y,LGD.cn,DIRE,1963528888
2015-11-27,StarSeries 13 Americas Qualifers,DC,coL 2,DIRE,1964268761
2015-11-28,StarSeries 13 China Qualifiers,EHOME,Wings,RADIANT,1965895338
2015-11-28,DreamLeague 4 Finals,Empire,OG,DIRE,1966487311
2015-11-28,DreamLeague 4 Finals,Empire,OG,DIRE,1966617949
2015-11-28,StarSeries 13 China Qualifiers,Wings,EHOME,DIRE,1965679626
2015-11-28,DreamLeague 4 Finals,Empire,OG,DIRE,1966694893
2015-11-29,StarSeries 13 EU Qualifiers,ATN,Liquid,DIRE,1968712897
2015-11-29,StarSeries 13 EU Qualifiers,ATN,Liquid,DIRE,1968850618
2015-11-29,Uprise Champions Cup Special,TSpirit,ATN,DIRE,1969140935
2015-11-29,Uprise Champions Cup Special,ATN,TSpirit,DIRE,1969207949
2015-11-29,Uprise Champions Cup Special,TSpirit,ATN,DIRE,1969291018
2015-11-29,StarSeries 13 EU Qualifiers,Liquid,ATN,DIRE,1968530466
2015-12-01,StarSeries 13 EU Qualifiers,Vega,TSpirit,RADIANT,1973312892
2015-12-01,Global eSports Cup Finals,NLG,coL 2,RADIANT,1973223875
2015-12-01,StarSeries 13 EU Qualifiers,TSpirit,Vega,RADIANT,1973218862
2015-12-01,Global eSports Cup Finals,coL 2,CL,DIRE,1972303233
2015-12-01,Global eSports Cup Finals,CL,coL 2,RADIANT,1972195323
2015-12-01,Global eSports Cup Finals,MVP Phoenix,coL 2,RADIANT,1972091798
2015-12-01,Global eSports Cup Finals,coL 2,NLG,RADIANT,1973325825
2015-12-01,Global eSports Cup Finals,MVP Phoenix,coL 2,DIRE,1972001584
2015-12-01,StarSeries 13 EU Qualifiers,Alliance,OG,DIRE,1972994203
2015-12-01,StarSeries 13 EU Qualifiers,NaVi,OG,RADIANT,1972824031
2015-12-01,StarSeries 13 EU Qualifiers,Alliance,OG,DIRE,1972994203
2015-12-01,Global eSports Cup Finals,MVP Phoenix,coL 2,RADIANT,1972091798
2015-12-01,Global eSports Cup Finals,MVP Phoenix,coL 2,DIRE,1972001584
2015-12-01,StarSeries 13 EU Qualifiers,TSpirit,Vega,DIRE,1973372973
2015-12-01,StarSeries 13 EU Qualifiers,OG,NaVi,DIRE,1972685076
2015-12-01,StarSeries 13 EU Qualifiers,NaVi,OG,DIRE,1972514674
2015-12-01,StarSeries 13 EU Qualifiers,Alliance,OG,DIRE,1973117951
2015-12-01,StarSeries 13 EU Qualifiers,Alliance,OG,DIRE,1973117951
2015-12-01,Global eSports Cup Finals,NLG,MVP Phoenix,DIRE,1972775336
2015-12-01,Global eSports Cup Finals,MVP Phoenix,CL,DIRE,1973122832
2015-12-01,Global eSports Cup Finals,MVP Phoenix,CL,DIRE,1973004653
2015-12-01,Global eSports Cup Finals,MVP Phoenix,NLG,DIRE,1972884657
2015-12-02,Global eSports Cup Finals,Empire,coL 2,DIRE,1974939502
2015-12-02,Global eSports Cup Finals,MVP Phoenix,Empire,DIRE,1974609589
2015-12-02,Global eSports Cup Finals,Empire,MVP Phoenix,DIRE,1974443561
2015-12-02,StarSeries 13 EU Qualifiers,Vega,Secret,RADIANT,1975207688
2015-12-02,StarSeries 13 EU Qualifiers,Secret,Vega,DIRE,1975286617
2015-12-02,StarSeries 13 EU Qualifiers,NaVi,Alliance,DIRE,1974521164
2015-12-02,StarSeries 13 EU Qualifiers,Alliance,NaVi,RADIANT,1974697195
2015-12-02,Global eSports Cup Finals,MVP Phoenix,Vega,RADIANT,1974298339
2015-12-02,Global eSports Cup Finals,Vega,MVP Phoenix,DIRE,1974218607
2015-12-02,StarSeries 13 EU Qualifiers,TSpirit,Liquid,DIRE,1974175894
2015-12-02,Global eSports Cup Finals,Vega,coL 2,RADIANT,1974091429
2015-12-02,StarSeries 13 EU Qualifiers,TSpirit,Liquid,RADIANT,1974375547
2015-12-02,StarSeries 13 EU Qualifiers,TSpirit,Liquid,RADIANT,1974288129
2015-12-02,StarSeries 13 EU Qualifiers,TSpirit,Liquid,DIRE,1974175894
2015-12-02,StarSeries 13 EU Qualifiers,TSpirit,Liquid,RADIANT,1974375547
2015-12-02,Dota Pit League Season 4,First Departure,Fnatic.MY,DIRE,1974509830
2015-12-02,Dota Pit League Season 4,Fnatic.MY,First Departure,RADIANT,1974383177
2015-12-02,StarSeries 13 EU Qualifiers,VP 2,OG,DIRE,1974889056
2015-12-02,Global eSports Cup Finals,Empire,coL 2,RADIANT,1974775000
2015-12-02,StarSeries 13 EU Qualifiers,VP 2,OG,RADIANT,1975030290
2015-12-02,StarSeries 13 EU Qualifiers,VP 2,OG,DIRE,1974889056
2015-12-02,StarSeries 13 EU Qualifiers,VP 2,OG,RADIANT,1975030290
2015-12-02,StarSeries 13 EU Qualifiers,VP 2,OG,RADIANT,1975123151
2015-12-02,Global eSports Cup Finals,coL 2,Vega,DIRE,1974009775
2015-12-02,StarSeries 13 EU Qualifiers,TSpirit,Liquid,RADIANT,1974288129
2015-12-02,StarSeries 13 EU Qualifiers,VP 2,OG,RADIANT,1975123151
2015-12-03,StarSeries 13 EU Qualifiers,Vega,Liquid,RADIANT,1976836813
2015-12-03,StarSeries 13 EU Qualifiers,Secret,Liquid,DIRE,1977354706
2015-12-03,StarSeries 13 EU Qualifiers,Liquid,Secret,DIRE,1977437645
2015-12-03,StarSeries 13 EU Qualifiers,Liquid,Secret,RADIANT,1977511522
2015-12-03,StarSeries 13 EU Qualifiers,Vega,Liquid,DIRE,1976726768
2015-12-03,StarSeries 13 EU Qualifiers,Vega,Liquid,RADIANT,1976550135
2015-12-03,Dota Pit League Season 4,Mineski,Fnatic.MY,DIRE,1976132158
2015-12-03,StarSeries 13 EU Qualifiers,Alliance,VP 2,RADIANT,1977186331
2015-12-03,StarSeries 13 EU Qualifiers,VP 2,Alliance,DIRE,1977091866
2015-12-03,Dota Pit League Season 4,Fnatic.MY,Mineski,DIRE,1976212191
2015-12-03,StarSeries 13 EU Qualifiers,Alliance,VP 2,DIRE,1976981059
2015-12-03,StarSeries 13 EU Qualifiers,Liquid,Secret,RADIANT,1977511522
2015-12-03,StarSeries 13 EU Qualifiers,Liquid,Secret,DIRE,1977437645
2015-12-03,StarSeries 13 EU Qualifiers,Alliance,VP 2,RADIANT,1977186331
2015-12-03,StarSeries 13 EU Qualifiers,VP 2,Alliance,DIRE,1977091866
2015-12-03,StarSeries 13 EU Qualifiers,Alliance,VP 2,DIRE,1976981059
2015-12-03,StarSeries 13 EU Qualifiers,Secret,Liquid,DIRE,1977354706
2015-12-04,StarSeries 13 EU Qualifiers,NaVi,VP 2,DIRE,1979222731
2015-12-04,StarSeries 13 EU Qualifiers,TSpirit,Secret,RADIANT,1979480692
2015-12-04,Dota Pit League Season 4,Fnatic.MY,SiG.Tr,DIRE,1978524377
2015-12-04,StarSeries 13 EU Qualifiers,TSpirit,Secret,RADIANT,1979480692
2015-12-04,StarSeries 13 EU Qualifiers,TSpirit,Secret,RADIANT,1979553906
2015-12-04,Dota Pit League Season 4,SiG.Tr,Fnatic.MY,DIRE,1978665269
2015-12-04,StarSeries 13 EU Qualifiers,TSpirit,Secret,RADIANT,1979553906
2015-12-04,StarSeries 13 EU Qualifiers,VP 2,NaVi,RADIANT,1979107752
2015-12-05,The Defense 5 Finals,OG,ATN,RADIANT,1980941553
2015-12-05,Radiant Dire Cup 2015 Qualifiers,Nb,EHOME.K 2,DIRE,1981383777
2015-12-05,Uprise Champions Cup Special,FF,TSpirit,DIRE,1981748451
2015-12-05,Radiant Dire Cup 2015 Qualifiers,Nb,Wings,RADIANT,1981123655
2015-12-05,Radiant Dire Cup 2015 Qualifiers,Wings,Nb,RADIANT,1981005393
2015-12-05,The Defense 5 Finals,Liquid,OG,DIRE,1981953141
2015-12-05,The Defense 5 Finals,Alliance,Liquid,DIRE,1981733381
2015-12-05,The Defense 5 Finals,Alliance,Liquid,DIRE,1981562036
2015-12-05,The Defense 5 Finals,Alliance,Liquid,RADIANT,1981322667
2015-12-05,Radiant Dire Cup 2015 Qualifiers,EHOME.K 2,Nb,DIRE,1981276967
2015-12-05,Uprise Champions Cup Special,TSpirit,FF,RADIANT,1981861829
2015-12-05,The Defense 5 Finals,OG,Liquid,RADIANT,1982075607
2015-12-05,The Defense 5 Finals,Alliance,Liquid,RADIANT,1981322667
2015-12-05,Global eSports Cup Finals,MVP Phoenix,CL,DIRE,1980593715
2015-12-05,Global eSports Cup Finals,MVP Phoenix,CL,DIRE,1980714191
2015-12-05,Global eSports Cup Finals,Vega,MVP Phoenix,RADIANT,1981265554
2015-12-05,Global eSports Cup Finals,MVP Phoenix,Vega,DIRE,1981406723
2015-12-05,The Defense 5 Finals,OG,ATN,RADIANT,1981088223
2015-12-05,The Defense 5 Finals,Alliance,Liquid,DIRE,1981562036
2015-12-05,The Defense 5 Finals,Alliance,Liquid,DIRE,1981733381
2015-12-05,The Defense 5 Finals,Liquid,OG,DIRE,1981953141
2015-12-05,The Defense 5 Finals,OG,Liquid,RADIANT,1982075607
2015-12-06,The Defense 5 Finals,Alliance,Liquid,DIRE,1983978130
2015-12-06,The Defense 5 Finals,OG,Liquid,DIRE,1984801723
2015-12-06,The Defense 5 Finals,Liquid,OG,RADIANT,1984698282
2015-12-06,The Defense 5 Finals,Alliance,ATN,RADIANT,1983480663
2015-12-06,The Defense 5 Finals,ATN,Alliance,DIRE,1983602094
2015-12-06,The Defense 5 Finals,Alliance,Liquid,DIRE,1983817900
2015-12-06,The Defense 5 Finals,Liquid,OG,DIRE,1984529130
2015-12-06,The Defense 5 Finals,OG,Liquid,DIRE,1984422652
2015-12-06,The Defense 5 Finals,Alliance,Liquid,DIRE,1983978130
2015-12-06,The Defense 5 Finals,OG,Liquid,DIRE,1984422652
2015-12-06,The Defense 5 Finals,Liquid,OG,DIRE,1984529130
2015-12-06,Radiant Dire Cup 2015 Qualifiers,Nb,ESD,RADIANT,1983670950
2015-12-06,Radiant Dire Cup 2015 Qualifiers,ESD,Nb,DIRE,1983789179
2015-12-06,The Defense 5 Finals,Liquid,OG,RADIANT,1984698282
2015-12-06,The Defense 5 Finals,OG,Liquid,DIRE,1984801723
2015-12-06,The Defense 5 Finals,Alliance,Liquid,DIRE,1983817900
2015-12-07,Radiant Dire Cup 2015 Qualifiers,Nb,TongFu,DIRE,1985948156
2015-12-07,Radiant Dire Cup 2015 Qualifiers,TongFu,Nb,DIRE,1986033095
2015-12-07,Radiant Dire Cup 2015 Qualifiers,iG.V,Nb,DIRE,1986226788
2015-12-07,Uprise Champions Cup Special,TSpirit,G00mba,RADIANT,1986807888
2015-12-07,Radiant Dire Cup 2015 Qualifiers,Nb,iG.V,DIRE,1986323827
2015-12-07,Uprise Champions Cup Special,TSpirit,G00mba,DIRE,1986595180
2015-12-07,StarSeries 13 EU Qualifiers,NaVi,Secret,RADIANT,1986700969
2015-12-07,Uprise Champions Cup Special,G00mba,TSpirit,DIRE,1986732619
2015-12-07,StarSeries 13 EU Qualifiers,NaVi,Secret,DIRE,1986923590
2015-12-07,StarSeries 13 EU Qualifiers,NaVi,Secret,DIRE,1986797570
2015-12-08,Dota Pit League Season 4,Fnatic.MY,MVP Phoenix,DIRE,1987847612
2015-12-08,Radiant Dire Cup 2015 Qualifiers,Nb,FanTuan,DIRE,1988057006
2015-12-08,Dota Pit League Season 4,MVP Phoenix,Fnatic.MY,RADIANT,1987953814
2015-12-08,Radiant Dire Cup 2015 Qualifiers,FanTuan,Nb,RADIANT,1988156275
2015-12-08,StarSeries 13 SEA Qualifiers,Fnatic.MY,First Departure,RADIANT,1988394590
2015-12-08,StarSeries 13 SEA Qualifiers,First Departure,Fnatic.MY,DIRE,1988257358
2015-12-08,Dota Pit League Season 4,MVP Phoenix,Fnatic.MY,RADIANT,1987953814
2015-12-08,StarSeries 13 SEA Qualifiers,Fnatic.MY,First Departure,DIRE,1988165729
2015-12-08,Dota Pit League Season 4,Fnatic.MY,MVP Phoenix,DIRE,1987847612
2015-12-09,Radiant Dire Cup 2015 Qualifiers,Nb,FTD.B,DIRE,1990288169
2015-12-09,The Summit 4,VG,OG,RADIANT,1991666142
2015-12-09,The Summit 4,VP 2,VG,RADIANT,1991317227
2015-12-09,The Summit 4,VP 2,VG,RADIANT,1991317227
2015-12-09,The Summit 4,VP 2,VG,DIRE,1991371320
2015-12-09,The Summit 4,VP 2,VG,DIRE,1991426957
2015-12-09,The Summit 4,VP 2,VG,DIRE,1991371320
2015-12-09,The Summit 4,VP 2,VG,DIRE,1991426957
2015-12-09,The Summit 4,OG,VG,DIRE,1991532094
2015-12-09,The Summit 4,VG,OG,DIRE,1991602467
2015-12-09,Uprise Champions Cup Special,TSpirit,YeS 2,RADIANT,1990572559
2015-12-09,The Summit 4,VG,OG,DIRE,1991602467
2015-12-09,The Summit 4,OG,VG,DIRE,1991532094
2015-12-09,The Summit 4,Mineski,OG,DIRE,1991188850
2015-12-09,The Summit 4,OG,Mineski,RADIANT,1991112163
2015-12-09,StarSeries 13 SEA Qualifiers,Fnatic.MY,TNC,RADIANT,1990065860
2015-12-09,StarSeries 13 SEA Qualifiers,TNC,Fnatic.MY,DIRE,1990008281
2015-12-09,The Summit 4,VG,OG,RADIANT,1991666142
2015-12-09,Radiant Dire Cup 2015 Qualifiers,FTD.B,Nb,RADIANT,1990205250
2015-12-10,The Summit 4,EG,Liquid,RADIANT,1993802548
2015-12-10,The Summit 4,Liquid,EHOME,RADIANT,1993447295
2015-12-10,StarSeries 13 SEA Qualifiers,Fnatic.MY,123,RADIANT,1992443724
2015-12-10,The Summit 4,Liquid,EHOME,RADIANT,1993252604
2015-12-10,The Summit 4,EHOME,Liquid,RADIANT,1993348638
2015-12-10,The Summit 4,EG,Liquid,DIRE,1993753508
2015-12-10,The Summit 4,EG,Liquid,RADIANT,1993868977
2015-12-10,StarSeries 13 SEA Qualifiers,123,Fnatic.MY,DIRE,1992598958
2015-12-10,The Summit 4,Liquid,EHOME,RADIANT,1993447295
2015-12-10,The Summit 4,EHOME,Liquid,RADIANT,1993348638
2015-12-10,The Summit 4,Liquid,EHOME,RADIANT,1993252604
2015-12-11,Dota Pit League Season 4,MVP Phoenix,SiG.Tr,DIRE,1994662524
2015-12-11,Dota Pit League Season 4,SiG.Tr,MVP Phoenix,DIRE,1994541759
2015-12-11,The Summit 4,Mineski,VP 2,DIRE,1995395126
2015-12-11,The Summit 4,VP 2,Mineski,RADIANT,1995503349
2015-12-11,The Summit 4,DC,EHOME,DIRE,1995781321
2015-12-11,The Summit 4,DC,EHOME,DIRE,1995727685
2015-12-11,The Summit 4,EG,VG,RADIANT,1995874559
2015-12-11,The Summit 4,EG,VG,DIRE,1995917878
2015-12-11,The Summit 4,EG,VG,RADIANT,1995989266
2015-12-11,The Summit 4,DC,EHOME,RADIANT,1995624333
2015-12-12,Uprise Champions Cup Special,TSpirit,hehe united,RADIANT,1997620481
2015-12-12,Uprise Champions Cup Special,hehe united,TSpirit,DIRE,1997795606
2015-12-12,The Summit 4,VP 2,Liquid,DIRE,1998201818
2015-12-12,The Summit 4,VP 2,OG,RADIANT,1998652203
2015-12-12,The Summit 4,VP 2,OG,RADIANT,1998715126
2015-12-12,The Summit 4,Liquid,VP 2,DIRE,1998032937
2015-12-12,The Summit 4,VP 2,OG,RADIANT,1998715126
2015-12-12,The Summit 4,Liquid,VP 2,DIRE,1998318531
2015-12-12,The Summit 4,VP 2,Liquid,DIRE,1998201818
2015-12-12,The Summit 4,Liquid,VP 2,DIRE,1998032937
2015-12-12,The Summit 4,Liquid,VP 2,DIRE,1998318531
2015-12-12,The Summit 4,OG,EHOME,RADIANT,1998547629
2015-12-12,The Summit 4,VP 2,OG,RADIANT,1998652203
2015-12-12,The Summit 4,EHOME,OG,DIRE,1998424806
2015-12-12,The Summit 4,EHOME,OG,DIRE,1998424806
2015-12-12,The Summit 4,OG,EHOME,RADIANT,1998547629
2015-12-12,The Summit 4,EHOME,OG,RADIANT,1998496853
2015-12-12,The Summit 4,EHOME,OG,RADIANT,1998496853
2015-12-13,The Summit 4,VP 2,VG,RADIANT,2000678327
2015-12-13,The Summit 4,VP 2,VG,RADIANT,2000762142
2015-12-13,The Summit 4,VP 2,EG,DIRE,2001143037
2015-12-13,The Summit 4,EG,VP 2,RADIANT,2001032297
2015-12-13,The Summit 4,EG,VP 2,DIRE,2000987764
2015-12-13,The Summit 4,EG,VP 2,RADIANT,2001089587
2015-12-13,The Summit 4,VP 2,VG,RADIANT,2000762142
2015-12-13,The Summit 4,VP 2,VG,RADIANT,2000678327
2015-12-13,The Summit 4,EG,VP 2,DIRE,2000926804
2015-12-14,ProDotA Cup Americas,Rocket,Archon,DIRE,2003230146
2015-12-14,Dota Pit League Season 4,First Departure,MVP Phoenix,DIRE,2002061565
2015-12-14,Dota Pit League Season 4,MVP Phoenix,First Departure,RADIANT,2002216444
2015-12-16,Uprise Champions Cup Special,FF,TSpirit,DIRE,2007285621
2015-12-16,ProDotA Cup Europe,TSpirit,KungFu,RADIANT,2007183322
2015-12-16,Uprise Champions Cup Special,FF,TSpirit,DIRE,2007438099
2015-12-16,WCA 2015,DC,Liquid,DIRE,2008190776
2015-12-16,WCA 2015,MVP Phoenix,Alliance,DIRE,2008002986
2015-12-16,ProDotA Cup Europe,TSpirit,KungFu,DIRE,2007037370
2015-12-16,ProDotA Cup Europe,KungFu,TSpirit,DIRE,2006895006
2015-12-16,WCA 2015,Liquid,DC,DIRE,2008015176
2015-12-16,WCA 2015,MVP Phoenix,Alliance,DIRE,2008002986
2015-12-16,WCA 2015,Alliance,MVP Phoenix,RADIANT,2008124823
2015-12-16,Uprise Champions Cup Special,TSpirit,FF,DIRE,2007363351
2015-12-16,WCA 2015,Alliance,MVP Phoenix,RADIANT,2008124823
2015-12-17,WCA 2015,XctN 2,CDEC,DIRE,2009751526
2015-12-17,WCA 2015,Liquid,Alliance,RADIANT,2008880159
2015-12-17,WCA 2015,MVP Phoenix,Liquid,DIRE,2008391627
2015-12-17,WCA 2015,iG,CDEC,DIRE,2009460415
2015-12-17,WCA 2015,Alliance,Liquid,DIRE,2008680222
2015-12-17,WCA 2015,Liquid,MVP Phoenix,RADIANT,2008514673
2015-12-17,WCA 2015,Liquid,Alliance,RADIANT,2008880159
2015-12-17,WCA 2015,Alliance,Liquid,DIRE,2008680222
2015-12-17,WCA 2015,CDEC,iG,DIRE,2009554343
2015-12-17,WCA 2015,MVP Phoenix,Liquid,DIRE,2008391627
2015-12-17,WCA 2015,Alliance,DC,DIRE,2008367535
2015-12-17,WCA 2015,TNC,CDEC,RADIANT,2008984987
2015-12-17,WCA 2015,CDEC,XctN 2,RADIANT,2009906710
2015-12-17,WCA 2015,Fnatic.MY,Secret,DIRE,2010646054
2015-12-17,WCA 2015,Secret,Fnatic.MY,RADIANT,2010559717
2015-12-17,WCA 2015,Secret,Wings,DIRE,2010381372
2015-12-17,WCA 2015,Empire,Fnatic.MY,RADIANT,2010320832
2015-12-17,WCA 2015,Empire,Fnatic.MY,DIRE,2010377513
2015-12-17,WCA 2015,Secret,Fnatic.MY,RADIANT,2010559717
2015-12-17,WCA 2015,TNC,CDEC,DIRE,2009105808
2015-12-17,WCA 2015,Secret,Wings,DIRE,2010299165
2015-12-17,WCA 2015,Fnatic.MY,Secret,DIRE,2010646054
2015-12-17,Canada Cup 6,Archon,coL 2,DIRE,2010213052
2015-12-17,Canada Cup 6,Archon,coL 2,DIRE,2010213052
2015-12-17,Canada Cup 6,VB,coL 2,DIRE,2010146190
2015-12-17,WCA 2015,Alliance,DC,RADIANT,2008512273
2015-12-17,WCA 2015,Liquid,MVP Phoenix,RADIANT,2008514673
2015-12-17,WCA 2015,DC,MVP Phoenix,DIRE,2008682205
2015-12-17,WCA 2015,MVP Phoenix,DC,RADIANT,2008858712
2015-12-17,Canada Cup 6,PoF 2,coL 2,DIRE,2010284412
2015-12-18,WCA 2015,Empire,LGD.cn,DIRE,2013317286
2015-12-18,WCA 2015,Alliance,CDEC,RADIANT,2013039115
2015-12-18,WCA 2015,CDEC,Alliance,RADIANT,2012940442
2015-12-18,WCA 2015,TNC,Liquid,DIRE,2013128377
2015-12-18,WCA 2015,TNC,CDEC,DIRE,2012778708
2015-12-18,WCA 2015,LvT,LGD.cn,DIRE,2011920115
2015-12-18,WCA 2015,Secret,Empire,DIRE,2010916326
2015-12-18,WCA 2015,Empire,Secret,RADIANT,2010786896
2015-12-18,WCA 2015,CDEC,Alliance,DIRE,2012851176
2015-12-18,WCA 2015,Fnatic.MY,Wings,RADIANT,2010788382
2015-12-18,WCA 2015,Fnatic.MY,Wings,DIRE,2010914863
2015-12-18,Canada Cup 6,VB,Archon,DIRE,2012686182
2015-12-18,Canada Cup 6,Archon,PoF 2,DIRE,2012759081
2015-12-18,WCA 2015,Empire,LGD.cn,RADIANT,2013188506
2015-12-18,WCA 2015,TeamYP,LGD.cn,DIRE,2011662919
2015-12-18,WCA 2015,TNC,Liquid,DIRE,2013254571
2015-12-18,WCA 2015,Alliance,CDEC,RADIANT,2013039115
2015-12-18,WCA 2015,CDEC,Alliance,RADIANT,2012940442
2015-12-18,WCA 2015,CDEC,Alliance,DIRE,2012851176
2015-12-18,WCA 2015,TeamYP,LGD.cn,DIRE,2011800836
2015-12-19,WCA 2015,LGD.cn,Liquid,RADIANT,2013794982
2015-12-19,WCA 2015,Liquid,LGD.cn,DIRE,2013646526
2015-12-19,WCA 2015,Liquid,Wings,RADIANT,2015564443
2015-12-19,WCA 2015,Liquid,Wings,RADIANT,2015692611
2015-12-19,WCA 2015,Wings,Liquid,DIRE,2015617679
2015-12-19,WCA 2015,Alliance,LGD.cn,RADIANT,2015945300
2015-12-19,ProDotA Cup Europe,TSpirit,RP 2,RADIANT,2014497914
2015-12-19,WCA 2015,LGD.cn,Liquid,RADIANT,2013794982
2015-12-19,WCA 2015,Liquid,LGD.cn,DIRE,2013646526
2015-12-19,WCA 2015,Empire,LGD.cn,DIRE,2013467161
2015-12-19,ProDotA Cup Europe,RP 2,TSpirit,DIRE,2014361846
2015-12-19,WCA 2015,Wings,Alliance,DIRE,2013578837
2015-12-19,WCA 2015,Alliance,LGD.cn,RADIANT,2015945300
2015-12-19,WCA 2015,Alliance,Wings,RADIANT,2013668459
2015-12-20,WCA 2015,LGD.cn,Alliance,DIRE,2016100756
2015-12-20,WCA 2015,Alliance,LGD.cn,DIRE,2016383165
2015-12-20,WCA 2015,LGD.cn,Alliance,RADIANT,2016250491
2015-12-20,WCA 2015,Alliance,LGD.cn,RADIANT,2016482876
2015-12-20,WCA 2015,Alliance,LGD.cn,RADIANT,2016482876
2015-12-20,ProDotA Cup Europe,FF,TSpirit,DIRE,2017374358
2015-12-20,ProDotA Cup Europe,TSpirit,FF,RADIANT,2017283870
2015-12-20,WCA 2015,LGD.cn,Alliance,DIRE,2016100756
2015-12-20,WCA 2015,LGD.cn,Alliance,RADIANT,2016250491
2015-12-20,WCA 2015,Alliance,LGD.cn,DIRE,2016383165
2015-12-21,Dota Pit League Season 4,coL 2,E.Wolves,RADIANT,2020191582
2015-12-21,Dota Pit League Season 4,E.Wolves,coL 2,DIRE,2020134417
2015-12-21,ProDotA Cup Americas,Archon,VB,RADIANT,2020095552
2015-12-21,ProDotA Cup Americas,Archon,VB,DIRE,2020216880
2015-12-21,ProDotA Cup Americas,VB,Archon,RADIANT,2020146971
2015-12-22,Dota Pit League Season 4,Mineski,MVP Phoenix,RADIANT,2020957492
2015-12-22,ProDotA Cup Europe,4ASC,TSpirit,DIRE,2021443520
2015-12-22,ProDotA Cup Europe,TSpirit,4ASC,RADIANT,2021316605
2015-12-22,Dota Pit League Season 4,MVP Phoenix,Mineski,RADIANT,2021037281
2015-12-24,Radiant Dire Cup 2015 Finals,Newbee.Y,VG,DIRE,2027263838
2015-12-24,Radiant Dire Cup 2015 Finals,VG,Newbee.Y,RADIANT,2027353779
2015-12-24,Radiant Dire Cup 2015 Finals,iG.V,LGD.cn,DIRE,2027506905
2015-12-25,Radiant Dire Cup 2015 Finals,CDEC.Y 2,EHOME,RADIANT,2027754211
2015-12-25,Radiant Dire Cup 2015 Finals,FanTuan,CDEC,DIRE,2028203029
2015-12-25,Radiant Dire Cup 2015 Finals,LGD.cn,iG.V,RADIANT,2027613784
2015-12-25,Radiant Dire Cup 2015 Finals,LGD.cn,VG,DIRE,2029612992
