date,tournament,radiant,dire,winner,match_id
2012-06-24,The Defense 2,WhA,EG,DIRE,22270148
2012-06-28,The Defense 2,Unknown,EG,DIRE,22959375
2012-06-29,StarSeries II Finals,EG,Empire,DIRE,23152391
2012-06-29,StarSeries II Finals,EG,NEXT.kz,RADIANT,23160256
2012-07-11,The Defense 2,EG,Unknown,DIRE,25449321
2012-07-17,BTS World Tour,EG,Unknown,RADIANT,26658780
2012-07-17,BTS World Tour,Unknown,EG,DIRE,26649858
2012-07-19,The Defense 2,EG,Unknown,RADIANT,27042254
2012-07-19,The Defense 2,Unknown,EG,DIRE,27051421
2012-07-27,The Defense 2,EG,Unknown,RADIANT,28705062
2012-07-27,The Defense 2,Unknown,EG,DIRE,28718127
2012-07-30,BTS World Tour,EG,TongFu,RADIANT,29364063
2012-07-30,BTS World Tour,TongFu,EG,DIRE,29375839
2012-07-30,BTS World Tour,EG,LGD.cn,RADIANT,29393541
2012-07-30,BTS World Tour,LGD.cn,EG,DIRE,29413678
2012-07-30,BTS World Tour,LGD.cn,EG,DIRE,29405010
2012-08-01,The Defense 2,EG,SGC,RADIANT,29834159
2012-08-01,The Defense 2,SGC,EG,DIRE,29845352
2012-08-04,ECAL Americas,Unknown,EG,DIRE,30535565
2012-08-04,ECAL Americas,EG,Unknown,RADIANT,30541978
2012-08-07,ECAL Americas,aL,EG,DIRE,31292512
2012-08-07,ECAL Americas,EG,aL,RADIANT,31296544
2012-08-07,ECAL Americas,EG,aL,DIRE,31285551
2012-08-07,The Defense 2,Quantic,EG,DIRE,31231127
2012-08-07,The Defense 2,Quantic,EG,DIRE,31255675
2012-08-07,The Defense 2,EG,Quantic,DIRE,31243425
2012-08-08,BTS World Tour,DK,EG,DIRE,31425048
2012-08-08,BTS World Tour,EG,DK,RADIANT,31439307
2012-08-10,The Defense 2,EG,mouz,RADIANT,31885518
2012-08-10,The Defense 2,mouz,EG,RADIANT,31895228
2012-08-10,The Defense 2,mouz,EG,RADIANT,31904924
2012-08-11,ECAL Americas,EG,coL,DIRE,32220796
2012-08-11,ECAL Americas,coL,EG,RADIANT,32232139
2012-08-11,ECAL Americas,coL,EG,RADIANT,32244539
2012-08-11,ECAL Americas,EG,coL,RADIANT,32238051
2012-08-21,BTS World Tour,CLG,EG,RADIANT,34535877
2012-08-21,BTS World Tour,EG,CLG,DIRE,34551968
2012-08-26,The International 2012,DK,EG,RADIANT,35811738
2012-08-26,The International 2012,EG,DK,DIRE,35819591
2012-08-26,The International 2012,LGD.cn,EG,RADIANT,35860032
2012-08-26,The International 2012,EG,LGD.cn,DIRE,35865209
2012-08-26,The International 2012,EG,Zenith,RADIANT,35891619
2012-08-26,The International 2012,Zenith,EG,DIRE,35887029
2012-08-27,The International 2012,M5,EG,DIRE,36102309
2012-08-27,The International 2012,EG,M5,RADIANT,36098103
2012-08-27,The International 2012,EG,aL,DIRE,36028658
2012-08-27,The International 2012,EG,mouz,RADIANT,36075732
2012-08-27,The International 2012,aL,EG,RADIANT,36039771
2012-08-27,The International 2012,mouz,EG,DIRE,36082092
2012-08-28,The International 2012,EG,CLG,RADIANT,36255449
2012-08-28,The International 2012,CLG,EG,DIRE,36264265
2012-08-31,The International 2012,iG,EG,RADIANT,37086655
2012-08-31,The International 2012,EG,iG,RADIANT,37091652
2012-08-31,The International 2012,EG,iG,DIRE,37095808
2012-09-01,The International 2012,TongFu,EG,RADIANT,37307486
2012-09-17,StarSeries III Prelims,EG,MYM,RADIANT,41536593
2012-09-20,StarSeries III Prelims,EG,MYM,RADIANT,42255122
2012-09-23,StarSeries III Prelims,EG,Quantic,DIRE,43224949
2012-09-23,RaidCall I,EG,Dignitas,RADIANT,43254951
2012-09-23,RaidCall I,Dignitas,EG,RADIANT,43261140
2012-09-23,RaidCall I,EG,Dignitas,RADIANT,43275923
2012-09-24,StarSeries III Prelims,EG,Zero,DIRE,43493761
2012-09-25,StarSeries III Prelims,EG,The Retry,RADIANT,43732432
2012-09-26,StarSeries III Prelims,aL,EG,DIRE,43998393
2012-09-26,StarSeries III Prelims,EG,Empire,DIRE,43958790
2012-09-26,StarSeries III Prelims,Fnatic.EU,EG,DIRE,43977506
2012-09-27,RaidCall I,CLG,EG,DIRE,44263694
2012-09-27,StarSeries III Prelims,EG,VP,DIRE,44228096
2012-09-27,RaidCall I,EG,CLG,RADIANT,44249681
2012-09-28,StarSeries III Prelims,EG,Darer,RADIANT,44501476
2012-09-29,StarSeries III Prelims,EG,M5,DIRE,44821217
2012-09-30,StarSeries III Prelims,EG,NaVi,RADIANT,45152412
2012-10-02,StarSeries III Prelims,EG,Eclypsia,RADIANT,45719811
2012-10-04,StarSeries III Prelims,Pulse,EG,RADIANT,46254734
2012-10-09,RaidCall I,Pulse,EG,DIRE,48019084
2012-10-09,RaidCall I,EG,Pulse,RADIANT,48041033
2012-10-10,RaidCall I,Zero,EG,DIRE,48359657
2012-10-10,RaidCall I,EG,Zero,RADIANT,48372450
2012-10-17,RaidCall I,EG,Quantic,RADIANT,50515651
2012-10-17,RaidCall I,Quantic,EG,DIRE,50519422
2012-10-18,RaidCall I,EG,WhA,RADIANT,50782210
2012-10-18,RaidCall I,WhA,EG,DIRE,50769463
2012-10-25,G-1 IV Prelims,FTFC,EG,RADIANT,53209247
2012-10-25,G-1 IV Prelims,EG,FTFC,RADIANT,53188944
2012-10-26,G-1 IV Prelims,MUFC,EG,RADIANT,53510908
2012-10-26,G-1 IV Prelims,EG,MUFC,RADIANT,53534174
2012-10-29,G-1 IV Prelims,LGD.cn,EG,RADIANT,54961722
2012-10-29,G-1 IV Prelims,EG,LGD.cn,DIRE,54974900
2012-11-01,G-1 IV Prelims,iG,EG,RADIANT,56380076
2012-11-01,G-1 IV Prelims,EG,iG,DIRE,56401485
2012-11-06,G-1 IV Prelims,EG,TongFu,RADIANT,58773653
2012-11-06,G-1 IV Prelims,TongFu,EG,DIRE,58803790
2012-11-08,G-1 IV Prelims,LGD.cn,EG,RADIANT,59649229
2012-11-08,G-1 IV Prelims,EG,LGD.cn,DIRE,59673526
2012-11-13,RaidCall I,EG,Empire,RADIANT,62376230
2012-11-13,RaidCall I,Empire,EG,DIRE,62393461
2012-11-17,RaidCall I,EG,Zero,RADIANT,64364961
2012-11-17,RaidCall I,Zero,EG,RADIANT,64328543
2012-11-17,RaidCall I,EG,Zero,RADIANT,64290073
2012-11-18,RaidCall I,EG,Empire,DIRE,64835897
2012-11-18,RaidCall I,Empire,EG,RADIANT,64870970
2012-11-18,RaidCall I,EG,Dignitas,DIRE,64911815
2012-11-18,RaidCall I,Dignitas,EG,DIRE,64934671
2012-11-18,RaidCall I,EG,Dignitas,RADIANT,64949931
2012-11-18,RaidCall I,Empire,EG,RADIANT,64969104
2012-11-18,RaidCall I,EG,Empire,RADIANT,64980936
2012-11-18,RaidCall I,Empire,EG,RADIANT,64990352
2012-11-22,Dreamhack 2012 Winter,EG,NTH,DIRE,66620874
2012-11-22,Dreamhack 2012 Winter,EG,4FC,RADIANT,66644238
2012-11-22,Dreamhack 2012 Winter,Rigg3d,EG,DIRE,66581801
2012-11-23,Dreamhack 2012 Winter,EG,NaVi,RADIANT,67088820
2012-11-23,Dreamhack 2012 Winter,NaVi,EG,DIRE,67112954
2012-11-24,Dreamhack 2012 Winter,Fnatic.EU,EG,DIRE,67522486
2012-11-24,Dreamhack 2012 Winter,NTH,EG,DIRE,67607863
2012-11-24,Dreamhack 2012 Winter,EG,NTH,DIRE,67683588
2012-11-24,Dreamhack 2012 Winter,NTH,EG,RADIANT,67700120
2012-11-24,Dreamhack 2012 Winter,EG,Fnatic.EU,RADIANT,67488430
2012-12-12,RaidCall II,EG,dd.Dota,RADIANT,77178441
2012-12-12,RaidCall II,dd.Dota,EG,DIRE,77208319
2012-12-15,The Defense 3,EG,Fnatic.NA,DIRE,79066654
2012-12-15,The Defense 3,EG,GU,RADIANT,79108308
2012-12-20,The Defense 3,EG,dd.Dota,RADIANT,82366702
2013-01-02,The Defense 3,WhA,EG,DIRE,91427462
2013-01-07,The Defense 3,Turtle,EG,DIRE,94840494
2013-01-14,RaidCall II,NTH,EG,RADIANT,99775891
2013-01-14,RaidCall II,EG,NTH,DIRE,99815305
2013-01-14,The Defense 3,EG,Shz,DIRE,99946042
2013-01-22,The Defense 3,EG,NTH,RADIANT,105567487
2013-02-03,The Defense 3,Fnatic.EU,EG,DIRE,115959020
2013-02-03,The Defense 3,EG,Fnatic.EU,RADIANT,116119654
2013-02-03,The Defense 3,EG,Fnatic.EU,DIRE,116047652
2013-02-07,RaidCall II,EG,Fnatic.EU,DIRE,119173128
2013-02-07,RaidCall II,Fnatic.EU,EG,RADIANT,119228604
2013-02-11,The Defense 3,VP,EG,RADIANT,122883576
2013-02-11,The Defense 3,EG,VP,DIRE,122947551
2013-02-15,RaidCall II,EG,Liquid,DIRE,126441978
2013-02-15,RaidCall II,Liquid,EG,RADIANT,126497390
2013-02-18,RaidCall II,3DMAX,EG,DIRE,129530013
2013-02-18,RaidCall II,3DMAX,EG,DIRE,129434994
2013-02-18,RaidCall II,EG,3DMAX,DIRE,129483575
2013-02-25,RaidCall II,EG,Dignitas,RADIANT,135944291
2013-02-25,RaidCall II,Dignitas,EG,RADIANT,135981339
2013-02-25,RaidCall II,EG,Dignitas,RADIANT,136023024
2013-03-03,WePlay,NaVi,EG,RADIANT,140838125
2013-03-03,WePlay,EG,NaVi,DIRE,140858284
2013-03-03,WePlay,NaVi,EG,RADIANT,140891023
2013-03-04,RaidCall II,EG,NaVi,DIRE,141445208
2013-03-04,RaidCall II,NaVi,EG,RADIANT,141489892
2013-03-04,The Defense 3,EG,Liquid,DIRE,141603267
2013-03-04,The Defense 3,Liquid,EG,RADIANT,141627848
2013-03-06,RaidCall II,EG,mouz,RADIANT,142854122
2013-03-06,RaidCall II,mouz,EG,DIRE,142901011
2013-04-06,WePlay,Aurochs,EG,DIRE,167133018
2013-04-06,WePlay,EG,Artyk,RADIANT,166987668
2013-04-14,G-1 2013 Western Qualifiers,EG,aL,DIRE,172793946
2013-04-21,WePlay,EG,Fnatic.NA,RADIANT,178453110
2013-04-21,WePlay,Liquid,EG,DIRE,178494648
2013-04-21,WePlay,EG,Liquid,RADIANT,178553687
2013-04-21,WePlay,EG,Fnatic.NA,RADIANT,178359302
2013-04-21,WePlay,Fnatic.NA,EG,RADIANT,178399562
2013-04-23,G-1 2013 Western Qualifiers,Liquid,EG,DIRE,179484192
2013-04-23,G-1 2013 Western Qualifiers,Liquid,EG,DIRE,179557515
2013-04-23,G-1 2013 Western Qualifiers,EG,Liquid,DIRE,179520977
2013-04-26,G-1 2013 Western Qualifiers,EG,Fnatic.EU,DIRE,181486355
2013-04-26,G-1 2013 Western Qualifiers,Fnatic.EU,EG,RADIANT,181517040
2013-04-27,G-1 2013 Western Qualifiers,EG,Dignitas,RADIANT,182402174
2013-04-27,G-1 2013 Western Qualifiers,Dignitas,EG,DIRE,182455197
2013-04-28,G-1 2013 Western Qualifiers,EG,Liquid,DIRE,183105382
2013-04-28,G-1 2013 Western Qualifiers,Liquid,EG,RADIANT,183144555
2013-05-04,Curse Invtl.,Dignitas,EG,DIRE,188360834
2013-05-04,Curse Invtl.,EG,Dignitas,RADIANT,188405184
2013-05-05,Curse Invtl.,NaVi,EG,RADIANT,189161253
2013-05-05,Curse Invtl.,EG,NaVi,DIRE,189190769
2013-05-07,WePlay,EG,NaVi,RADIANT,190302373
2013-05-07,WePlay,NaVi,EG,DIRE,190344479
2013-05-09,WePlay,EG,Liquid,RADIANT,191677015
2013-05-09,WePlay,Liquid,EG,RADIANT,191716066
2013-05-09,WePlay,EG,Liquid,RADIANT,191767049
2013-05-12,WePlay,NaVi,EG,DIRE,194282994
2013-05-12,WePlay,EG,NaVi,DIRE,194258683
2013-05-12,WePlay,NaVi,EG,DIRE,194234512
2013-05-12,WePlay,EG,Alliance,DIRE,194196516
2013-05-12,Curse Invtl.,EG,RoX.KIS,DIRE,194115133
2013-05-12,Curse Invtl.,RoX.KIS,EG,DIRE,194070886
2013-05-12,WePlay,Alliance,EG,RADIANT,193936310
2013-05-12,Curse Invtl.,RoX.KIS,EG,RADIANT,194171551
2013-05-13,WePlay,Alliance,EG,RADIANT,194709920
2013-05-13,WePlay,EG,Alliance,DIRE,194769268
2013-05-13,WePlay,Alliance,EG,RADIANT,194809706
2013-05-15,The International 2013 West Qualifiers,EG,QPAD,RADIANT,196077720
2013-05-15,The International 2013 West Qualifiers,QPAD,EG,DIRE,196035178
2013-05-15,The International 2013 West Qualifiers,EG,mouz,RADIANT,196204777
2013-05-15,The International 2013 West Qualifiers,mouz,EG,DIRE,196149733
2013-05-17,The International 2013 West Qualifiers,RoX.KIS,EG,DIRE,197223814
2013-05-17,The International 2013 West Qualifiers,EG,RoX.KIS,DIRE,197289232
2013-05-17,The International 2013 West Qualifiers,RoX.KIS,EG,RADIANT,197348059
2013-05-17,The International 2013 West Qualifiers,mouz,EG,RADIANT,197523751
2013-05-17,The International 2013 West Qualifiers,EG,mouz,DIRE,197555809
2013-05-20,TPL V,RoX.KIS,EG,DIRE,199747453
2013-05-20,TPL V,mouz,EG,DIRE,199791030
2013-05-20,TPL V,EG,VP,RADIANT,199858306
2013-05-20,TPL V,VP,EG,RADIANT,199885773
2013-05-20,TPL V,EG,VP,RADIANT,199913072
2013-05-25,EMS Summer 2013 AM,SplasH,EG,DIRE,203742411
2013-05-25,EMS Summer 2013 AM,EG,Molotov,RADIANT,203688479
2013-05-25,EMS Summer 2013 AM,EG,Typical,RADIANT,203705084
2013-05-26,RaidCall 3,Dignitas,EG,RADIANT,204276127
2013-05-26,RaidCall 3,EG,Dignitas,RADIANT,204331080
2013-05-26,RaidCall 3,Dignitas,EG,RADIANT,204362530
2013-05-26,EMS Summer 2013 AM,Dignitas,EG,RADIANT,204541855
2013-05-28,American League,EG,Artyk,RADIANT,206074281
2013-05-29,RaidCall 3,EG,Fnatic.EU,DIRE,206571022
2013-05-29,RaidCall 3,Fnatic.EU,EG,RADIANT,206638219
2013-05-31,American League,Artyk,EG,DIRE,208429593
2013-05-31,American League,EG,Liquid,RADIANT,208355888
2013-05-31,American League,EG,paiN.int,RADIANT,208409233
2013-06-01,EMS Summer 2013 AM,EG,Fusion,RADIANT,209328586
2013-06-01,EMS Summer 2013 AM,Try Hard,EG,DIRE,209350787
2013-06-02,EMS Summer 2013 AM,EG,Kaipi,RADIANT,210180726
2013-06-02,EMS Summer 2013 AM,Dignitas,EG,RADIANT,210217662
2013-06-02,EMS Summer 2013 AM,Dignitas,EG,RADIANT,210249066
2013-06-02,TPL V,mouz,EG,RADIANT,210070947
2013-06-02,TPL V,Kaipi,EG,DIRE,209969712
2013-06-02,EMS Summer 2013 AM,EG,Dignitas,RADIANT,210233798
2013-06-04,RaidCall 3,EG,Liquid,RADIANT,211476436
2013-06-04,RaidCall 3,Liquid,EG,RADIANT,211524975
2013-06-04,RaidCall 3,EG,Liquid,DIRE,211579543
2013-06-05,The Defense 4,EG,Alliance,DIRE,212510421
2013-06-05,American League,EG,Dignitas,RADIANT,212571860
2013-06-05,American League,Denial,EG,DIRE,212584692
2013-06-05,EMS Summer 2013 AM,Typical,EG,DIRE,212601830
2013-06-05,EMS Summer 2013 AM,EG,Typical,RADIANT,212620217
2013-06-05,The Defense 4,Alliance,EG,DIRE,212479207
2013-06-06,The Defense 4,4FC,EG,RADIANT,213126825
2013-06-06,The Defense 4,EG,4FC,DIRE,213079739
2013-06-06,TPL V,Quantic,EG,DIRE,213244398
2013-06-06,EMS Summer 2013 AM,Try Hard,EG,DIRE,213397230
2013-06-06,EMS Summer 2013 AM,EG,Try Hard,RADIANT,213409652
2013-06-07,The Defense 4,zRage,EG,DIRE,213862998
2013-06-07,The Defense 4,EG,zRage,RADIANT,213916516
2013-06-07,The Defense 4,Quantic,EG,RADIANT,213959793
2013-06-07,The Defense 4,EG,Quantic,RADIANT,213988174
2013-06-08,EMS Summer 2013 AM,EG,Artyk,RADIANT,215001778
2013-06-08,EMS Summer 2013 AM,Artyk,EG,DIRE,215024985
2013-06-09,TPL V,EG,Quantic,RADIANT,215523429
2013-06-09,TPL V,Alliance,EG,RADIANT,215631045
2013-06-09,TPL V,EG,Kaipi,RADIANT,215675087
2013-06-09,EMS Summer 2013 AM,EG,Kaipi,RADIANT,215823411
2013-06-09,EMS Summer 2013 AM,Kaipi,EG,RADIANT,215852513
2013-06-09,EMS Summer 2013 AM,EG,Kaipi,DIRE,215869986
2013-06-12,RaidCall 3,EG,mouz,DIRE,218063822
2013-06-12,RaidCall 3,Alliance,EG,RADIANT,217907666
2013-06-12,RaidCall 3,EG,Alliance,DIRE,217943923
2013-06-12,RaidCall 3,mouz,EG,RADIANT,218031093
2013-06-16,DreamHack 2013,Keita,EG,DIRE,220716313
2013-06-16,DreamHack 2013,Flip sid3,EG,DIRE,220676131
2013-06-16,DreamHack 2013,EG,VP,RADIANT,221160070
2013-06-16,DreamHack 2013,EG,VP,RADIANT,221046497
2013-06-16,DreamHack 2013,EG,NaVi,DIRE,220771823
2013-06-16,DreamHack 2013,VP,EG,RADIANT,221114094
2013-06-17,DreamHack 2013,EG,Quantic,DIRE,221472870
2013-06-17,DreamHack 2013,Quantic,EG,RADIANT,221513047
2013-06-20,RaidCall 3,EG,NaVi,RADIANT,224025205
2013-06-20,RaidCall 3,NaVi,EG,RADIANT,224077587
2013-06-20,RaidCall 3,EG,NaVi,DIRE,224114651
2013-06-20,American League,EG,Typical,RADIANT,224287427
2013-06-21,American League,paiN.int,EG,DIRE,224990236
2013-06-21,American League,EG,paiN,RADIANT,225045863
2013-06-22,American League,Dignitas,EG,DIRE,225600459
2013-06-22,American League,Smeagol,EG,DIRE,225778260
2013-06-23,TPL V,EG,VP,DIRE,226475401
2013-06-23,TPL V,Quantic,EG,DIRE,226522345
2013-06-23,TPL V,EG,Fnatic.EU,RADIANT,226345835
2013-06-24,RaidCall 3,Liquid,EG,RADIANT,227164491
2013-06-24,RaidCall 3,EG,Liquid,DIRE,227205963
2013-06-24,American League,Insight,EG,DIRE,227445297
2013-06-24,American League,Typical,EG,DIRE,227459578
2013-06-25,American League,Liquid,EG,DIRE,228162157
2013-06-25,American League,EG,Insight,RADIANT,228204895
2013-06-26,RaidCall 3,VP,EG,DIRE,228666774
2013-06-26,American League,Smeagol,EG,DIRE,228968937
2013-06-26,RaidCall 3,EG,VP,RADIANT,228709679
2013-06-26,RaidCall 3,mouz,EG,RADIANT,228941183
2013-06-26,RaidCall 3,EG,mouz,DIRE,228918595
2013-06-27,American League,paiN,EG,DIRE,229732060
2013-06-29,The Defense 4,Quantic,EG,DIRE,231045841
2013-06-30,TPL V,mouz,EG,RADIANT,231796570
2013-07-01,RaidCall 3,Alliance,EG,RADIANT,232707565
2013-07-01,RaidCall 3,EG,Alliance,DIRE,232753199
2013-07-03,RaidCall 3,EG,Fnatic.EU,RADIANT,234351209
2013-07-03,RaidCall 3,Fnatic.EU,EG,RADIANT,234305201
2013-07-03,RaidCall 3,Fnatic.EU,EG,DIRE,234384267
2013-07-06,RaidCall 3,Dignitas,EG,DIRE,236482879
2013-07-06,American League,EG,Denial,RADIANT,236595313
2013-07-06,American League,Denial,EG,DIRE,236615132
2013-07-06,American League,EG,Denial,RADIANT,236633948
2013-07-06,RaidCall 3,EG,Dignitas,RADIANT,236430467
2013-07-07,American League,EG,Liquid,DIRE,237500905
2013-07-07,American League,Liquid,EG,RADIANT,237534942
2013-07-07,American League,EG,Liquid,DIRE,237553731
2013-07-08,Corsair Summer 2013,EG,Dignitas,DIRE,238334731
2013-07-08,Corsair Summer 2013,EG,Dignitas,RADIANT,238283934
2013-07-08,Corsair Summer 2013,Denial,EG,DIRE,238212981
2013-07-08,Corsair Summer 2013,Dignitas,EG,RADIANT,238316934
2013-07-08,Corsair Summer 2013,EG,Denial,RADIANT,238254215
2013-07-09,Corsair Summer 2013,EG,4FC,RADIANT,239010084
2013-07-09,Corsair Summer 2013,4FC,EG,DIRE,239050376
2013-07-09,The Defense 4,Dignitas,EG,DIRE,239091867
2013-07-09,The Defense 4,EG,Dignitas,RADIANT,239108079
2013-07-10,TPL V,Fnatic.EU,EG,RADIANT,239683923
2013-07-10,TPL V,RoX.KIS,EG,DIRE,239744048
2013-07-13,EMS Summer Finals,Flip sid3,EG,DIRE,242230305
2013-07-13,EMS Summer Finals,EG,Flip sid3,RADIANT,242175950
2013-07-14,EMS Summer Finals,EG,mouz,RADIANT,243217132
2013-07-14,EMS Summer Finals,mouz,EG,RADIANT,243177804
2013-07-14,EMS Summer Finals,EG,mouz,DIRE,243116218
2013-07-14,EMS Summer Finals,Fnatic.EU,EG,DIRE,242912809
2013-07-14,EMS Summer Finals,EG,Fnatic.EU,DIRE,242997941
2013-07-14,EMS Summer Finals,mouz,EG,RADIANT,243254732
2013-07-14,EMS Summer Finals,Fnatic.EU,EG,DIRE,243058170
2013-07-17,TPL V,EG,VP,DIRE,245477872
2013-07-18,Corsair Summer 2013,EG,Kaipi,DIRE,246487661
2013-07-18,The Defense 4,Empire,EG,DIRE,246380285
2013-07-18,Corsair Summer 2013,Kaipi,EG,RADIANT,246464174
2013-07-18,Corsair Summer 2013,EG,Kaipi,RADIANT,246430657
2013-07-18,The Defense 4,Empire,EG,DIRE,246302779
2013-07-18,The Defense 4,EG,Empire,DIRE,246340314
2013-07-19,The Defense 4,Alliance,EG,DIRE,247262704
2013-07-19,The Defense 4,EG,Alliance,DIRE,247305780
2013-07-19,The Defense 4,EG,Alliance,RADIANT,247349987
2013-07-20,TPL V,EG,Alliance,DIRE,247898369
2013-07-20,TPL V,Alliance,EG,RADIANT,247951776
2013-07-20,TPL V,EG,VP,RADIANT,248258846
2013-07-20,TPL V,VP,EG,RADIANT,248289470
2013-07-20,TPL V,EG,VP,RADIANT,248326209
2013-07-21,TPL V,EG,mouz,DIRE,248992202
2013-07-21,TPL V,mouz,EG,RADIANT,249041660
2013-07-22,The Defense 4,Liquid,EG,DIRE,250138349
2013-07-22,The Defense 4,EG,Liquid,RADIANT,250111197
2013-07-22,Corsair Summer 2013,Dignitas,EG,DIRE,250226604
2013-07-23,Corsair Summer 2013,EG,iCCup,DIRE,250953929
2013-07-23,The Defense 4,EG,Kaipi,RADIANT,251081208
2013-07-23,The Defense 4,Kaipi,EG,RADIANT,251044884
2013-07-23,Corsair Summer 2013,iCCup,EG,RADIANT,250912130
2013-07-23,The Defense 4,Kaipi,EG,RADIANT,251116091
2013-09-20,WePlay 2,EG,DTS2010,RADIANT,316692458
2013-09-20,WePlay 2,DTS2010,EG,DIRE,316759690
2013-09-21,WePlay 2,Dignitas,EG,RADIANT,318146924
2013-09-21,WePlay 2,EG,Dignitas,DIRE,318212465
2013-09-22,WePlay 2,EG,Empire,DIRE,319331308
2013-09-22,WePlay 2,Empire,EG,DIRE,319408445
2013-09-22,WePlay 2,4FC,EG,DIRE,319480077
2013-09-22,WePlay 2,EG,4FC,RADIANT,319534877
2013-09-29,ESWC 2013 Prelims,EG,Desire,RADIANT,327530564
2013-09-29,ESWC 2013 Prelims,Desire,EG,DIRE,327499183
2013-09-29,ESWC 2013 Prelims,EG,Dark Legion,RADIANT,327575191
2013-09-29,ESWC 2013 Prelims,Dark Legion,EG,DIRE,327595447
2013-09-29,ESWC 2013 Prelims,Speed.int,EG,DIRE,327642452
2013-09-29,ESWC 2013 Prelims,EG,Speed.int,RADIANT,327660038
2013-10-02,EMS Fall Prelims AM,Take Five,EG,RADIANT,331063146
2013-10-02,EMS Fall Prelims AM,Take Five,EG,RADIANT,331000927
2013-10-02,EMS Fall Prelims AM,EG,Take Five,RADIANT,331042719
2013-10-03,EMS Fall Prelims AM,Linkens,EG,DIRE,332070695
2013-10-03,EMS Fall Prelims AM,EG,Linkens,RADIANT,332083209
2013-10-05,EMS Fall Prelims AM,EG,Dignitas,RADIANT,334751610
2013-10-05,EMS Fall Prelims AM,Dignitas,EG,DIRE,334715231
2013-10-06,EMS Fall Prelims AM,Take Five,EG,RADIANT,336068040
2013-10-06,EMS Fall Prelims AM,EG,Take Five,DIRE,336091773
2013-10-06,EMS Fall Prelims AM,Take Five,EG,DIRE,336115837
2013-10-06,EMS Fall Prelims AM,EG,Take Five,RADIANT,336123960
2013-10-06,EMS Fall Prelims AM,Take Five,EG,RADIANT,336141192
2013-10-10,Netolic 4: West,Team Life,EG,RADIANT,340128650
2013-10-10,Netolic 4: West,EG,Team Life,RADIANT,340059094
2013-10-10,Netolic 4: West,EG,Team Life,RADIANT,340180834
2013-10-16,ESP Cup,EG,Stay Free,RADIANT,347731996
2013-10-16,ESP Cup,EG,Molotov,RADIANT,347711789
2013-10-16,Netolic 4: West,EG,Fnatic.EU,DIRE,347501535
2013-10-16,ESP Cup,EG,Stay Free,RADIANT,347770603
2013-10-16,Netolic 4: West,EG,Fnatic.EU,RADIANT,347371131
2013-10-16,ESP Cup,Stay Free,EG,RADIANT,347749181
2013-10-16,Netolic 4: West,Fnatic.EU,EG,RADIANT,347441795
2013-10-17,ESP Cup,EG,Speed.int,RADIANT,348821532
2013-10-17,ESP Cup,EG,Speed.int,DIRE,348777773
2013-10-17,ESP Cup,EG,Speed.int,DIRE,348850314
2013-10-18,WePlay 2,EG,NaVi,DIRE,349705691
2013-10-18,WePlay 2,NaVi,EG,RADIANT,349804537
2013-10-19,WePlay 2,EG,Flip sid3,RADIANT,351359792
2013-10-19,WePlay 2,Flip sid3,EG,DIRE,351397858
2013-10-20,WePlay 2,EG,NaVi,DIRE,352891432
2013-10-20,WePlay 2,EG,NaVi,RADIANT,352807549
2013-10-20,WePlay 2,NaVi,EG,RADIANT,352872191
2013-10-20,WePlay 2,NaVi,EG,RADIANT,352916974
2013-10-22,Fragbite Masters,EG,TTD 2,DIRE,355110872
2013-10-22,Fragbite Masters,EG,SIGMA.int,RADIANT,355245246
2013-10-26,Netolic 4: West,EG,Empire,DIRE,359828522
2013-10-26,Netolic 4: West,Empire,EG,RADIANT,359923140
2013-10-27,D2CL,SIGMA.int,EG,RADIANT,361389340
2013-10-27,D2CL,EG,SIGMA.int,RADIANT,361447789
2013-10-27,D2CL,SIGMA.int,EG,RADIANT,361509490
2013-10-28,D2CL,Alliance,EG,RADIANT,362613782
2013-10-28,D2CL,EG,Alliance,DIRE,362705702
2013-10-31,ESWC 2013 Finals,4FC,EG,DIRE,365525732
2013-10-31,ESWC 2013 Finals,EG,Energy,RADIANT,365611223
2013-10-31,ESWC 2013 Finals,Insight,EG,DIRE,365728441
2013-10-31,ESWC 2013 Finals,EG,aAa,RADIANT,365815378
2013-10-31,ESWC 2013 Finals,Muhan,EG,DIRE,365896300
2013-11-02,ESWC 2013 Finals,EG,SIGMA.int,RADIANT,368614082
2013-11-02,ESWC 2013 Finals,SIGMA.int,EG,DIRE,368509256
2013-11-03,ESWC 2013 Finals,EG,Empire,DIRE,369890922
2013-11-03,ESWC 2013 Finals,Empire,EG,RADIANT,369991449
2013-11-06,D2L Season 4 Prelims,EG,VP,RADIANT,373706508
2013-11-06,D2L Season 4 Prelims,VP,EG,RADIANT,373756783
2013-11-06,D2L Season 4 Prelims,EG,VP,DIRE,373808502
2013-11-06,DreamLeague Prelims,EG,VP,DIRE,373922636
2013-11-07,DreamLeague Prelims,EG,NaVi,DIRE,375117823
2013-11-07,D2L Season 4 Prelims,EG,Alliance,RADIANT,375177428
2013-11-07,D2L Season 4 Prelims,Alliance,EG,RADIANT,375197861
2013-11-07,D2L Season 4 Prelims,EG,Alliance,DIRE,375223704
2013-11-08,D2L Season 4 Prelims,EG,Liquid,DIRE,376096175
2013-11-08,D2L Season 4 Prelims,Liquid,EG,RADIANT,376169424
2013-11-10,D2L Season 4 Prelims,mouz,EG,DIRE,379218160
